id,kind,cat_or_group,subscale,component_class,sign,is_filler,n_anchors,likert_raw,likert_endorse,binary_raw,binary_endorse,willingness,probe_raw
aaq2_01,battery,experiential_avoidance,,pathological,1.0,False,7,4.64860772238777,4.64860772238777,6.004509449005127,6.004509449005127,,0.6648331478895706
aaq2_02,battery,experiential_avoidance,,pathological,-1.0,False,7,4.636652042266598,1.363347957733402,6.675201892852783,-6.675201892852783,,2.972992808335931
aaq2_03,battery,experiential_avoidance,,pathological,1.0,False,7,4.644593086834829,4.644593086834829,9.611381530761719,9.611381530761719,,2.5345127046948157
aaq2_04,battery,experiential_avoidance,,pathological,1.0,False,7,4.636094349550069,4.636094349550069,3.056300163269043,3.056300163269043,,0.9812983224088614
aaq2_05,battery,experiential_avoidance,,pathological,-1.0,False,7,4.576446269146524,1.4235537308534756,2.9170236587524414,-2.9170236587524414,,-0.5643784124095124
aaq2_06,battery,experiential_avoidance,,pathological,1.0,False,7,4.689580853774751,4.689580853774751,5.00048828125,5.00048828125,,-1.8007058687555673
aaq2_07,battery,experiential_avoidance,,pathological,-1.0,False,7,4.637140976363098,1.3628590236369016,4.965330123901367,-4.965330123901367,,1.1339152887521755
acme_01,battery,ACME,COG,adaptive,-1.0,False,5,1.8750901919739436,2.1249098080260564,7.61928129196167,-7.61928129196167,,0.7340782089181808
acme_02,battery,ACME,DIS,pathological,-1.0,False,5,1.338342550039737,2.6616574499602628,2.565497398376465,-2.565497398376465,,-1.0588814967358204
acme_03,battery,ACME,COG,adaptive,1.0,False,5,2.124790149543417,2.124790149543417,7.37766695022583,7.37766695022583,,0.45747874941880795
acme_04,battery,ACME,COG,adaptive,1.0,False,5,1.7512496341449493,1.7512496341449493,5.216451644897461,5.216451644897461,,-1.4064632038787375
acme_05,battery,ACME,DIS,pathological,-1.0,False,5,1.689987942465805,2.3100120575341947,4.583539009094238,-4.583539009094238,,0.18176643904373213
acme_06,battery,ACME,DIS,pathological,-1.0,False,5,1.5693143300008827,2.430685669999117,2.980156421661377,-2.980156421661377,,-1.7816892197043481
acme_07,battery,ACME,RES,,1.0,False,5,2.1692305442041437,2.1692305442041437,9.194991111755371,9.194991111755371,,0.6898023086480118
acme_08,battery,ACME,RES,,1.0,False,5,1.9998659355578592,1.9998659355578592,9.491750717163086,9.491750717163086,,1.0776215768867057
acme_09,battery,ACME,COG,adaptive,1.0,False,5,1.751226071037899,1.751226071037899,6.325002193450928,6.325002193450928,,0.6202876852142898
acme_10,battery,ACME,DIS,pathological,-1.0,False,5,1.9481025399031215,2.0518974600968782,6.533024787902832,-6.533024787902832,,1.9221298463054133
acme_11,battery,ACME,DIS,pathological,-1.0,False,5,1.1256502329979976,2.8743497670020024,3.727077007293701,-3.727077007293701,,-0.22540575906910476
acme_12,battery,ACME,RES,,-1.0,False,5,1.338367231605102,2.661632768394898,5.7349958419799805,-5.7349958419799805,,1.33502558229478
acme_13,battery,ACME,RES,,-1.0,False,5,1.8750963960069975,2.1249036039930025,5.43702507019043,-5.43702507019043,,0.5300617322419492
acme_14,battery,ACME,COG,adaptive,-1.0,False,5,1.9373508455635453,2.0626491544364547,7.9022536277771,-7.9022536277771,,0.5132674500205203
acme_15,battery,ACME,COG,adaptive,1.0,False,5,1.9999325580621352,1.9999325580621352,7.064132213592529,7.064132213592529,,-0.5183756768246268
acme_16,battery,ACME,COG,adaptive,1.0,False,5,1.799190864865708,1.799190864865708,5.563218593597412,5.563218593597412,,1.6179595856442253
acme_17,battery,ACME,RES,,-1.0,False,5,1.569326919496355,2.430673080503645,4.717868328094482,-4.717868328094482,,0.6924887989129256
acme_18,battery,ACME,DIS,pathological,-1.0,False,5,1.6292885131236257,2.3707114868763743,3.810166835784912,-3.810166835784912,,-1.3784680123304218
acme_19,battery,ACME,DIS,pathological,-1.0,False,5,1.5101250166380875,2.4898749833619123,3.3790905475616455,-3.3790905475616455,,-1.083954525886286
acme_20,battery,ACME,DIS,pathological,-1.0,False,5,1.6899498262873256,2.3100501737126744,8.495819091796875,-8.495819091796875,,1.8895734839564058
acme_21,battery,ACME,DIS,pathological,-1.0,False,5,1.5693209027146346,2.430679097285365,6.350407123565674,-6.350407123565674,,0.6194194017735128
