id,kind,cat_or_group,subscale,component_class,sign,is_filler,n_anchors,likert_raw,likert_endorse,binary_raw,binary_endorse,willingness,probe_raw
aaq2_01,battery,experiential_avoidance,,pathological,1.0,False,7,4.742612470160119,4.742612470160119,0.6957235336303711,0.6957235336303711,,-0.5908541677033743
aaq2_02,battery,experiential_avoidance,,pathological,-1.0,False,7,4.735799559929225,1.2642004400707751,4.987473011016846,-4.987473011016846,,2.4010286322685825
aaq2_03,battery,experiential_avoidance,,pathological,1.0,False,7,4.811248393032855,4.811248393032855,1.9087228775024414,1.9087228775024414,,-1.7164043216216083
aaq2_04,battery,experiential_avoidance,,pathological,1.0,False,7,4.7901332702208705,4.7901332702208705,0.652735710144043,0.652735710144043,,-1.243695494268132
aaq2_05,battery,experiential_avoidance,,pathological,-1.0,False,7,4.757990894510592,1.2420091054894078,2.740680694580078,-2.740680694580078,,-0.8375852266609414
aaq2_06,battery,experiential_avoidance,,pathological,1.0,False,7,4.7523340336197295,4.7523340336197295,2.2950830459594727,2.2950830459594727,,-1.9692744560579576
aaq2_07,battery,experiential_avoidance,,pathological,-1.0,False,7,4.71734961459484,1.2826503854051596,5.3644208908081055,-5.3644208908081055,,0.39626319645991936
acme_01,battery,ACME,COG,adaptive,-1.0,False,5,1.8751482314168437,2.1248517685831563,2.9161791801452637,-2.9161791801452637,,-1.325584531007853
acme_02,battery,ACME,DIS,pathological,-1.0,False,5,2.7166823995759803,1.2833176004240197,3.7709598541259766,-3.7709598541259766,,-0.03590110850965633
acme_03,battery,ACME,COG,adaptive,1.0,False,5,2.4898131288230134,2.4898131288230134,5.138814449310303,5.138814449310303,,-0.7306154110602998
acme_04,battery,ACME,COG,adaptive,1.0,False,5,2.309956013483636,2.309956013483636,3.5720419883728027,3.5720419883728027,,-0.7770434686562413
acme_05,battery,ACME,DIS,pathological,-1.0,False,5,2.548094322368274,1.4519056776317258,4.763527870178223,-4.763527870178223,,-0.7522998119108664
acme_06,battery,ACME,DIS,pathological,-1.0,False,5,2.6616125047728287,1.3383874952271713,4.147637844085693,-4.147637844085693,,-0.7037310208049656
acme_07,battery,ACME,RES,,1.0,False,5,1.2752528587259568,1.2752528587259568,1.5539312362670898,1.5539312362670898,,-1.534851257305875
acme_08,battery,ACME,RES,,1.0,False,5,2.062468593117227,2.062468593117227,4.248086929321289,4.248086929321289,,-0.8343156021317744
acme_09,battery,ACME,COG,adaptive,1.0,False,5,1.9375104727875643,1.9375104727875643,4.021723747253418,4.021723747253418,,-0.5472503527687247
acme_10,battery,ACME,DIS,pathological,-1.0,False,5,2.2042800406854726,1.7957199593145274,3.4640450477600098,-3.4640450477600098,,0.30815200731133097
acme_11,battery,ACME,DIS,pathological,-1.0,False,5,1.689952106791126,2.310047893208874,2.7038259506225586,-2.7038259506225586,,0.23074360069369027
acme_12,battery,ACME,RES,,-1.0,False,5,2.6053930446448934,1.3946069553551066,4.665815830230713,-4.665815830230713,,-0.4487222229711687
acme_13,battery,ACME,RES,,-1.0,False,5,2.7705420929522813,1.2294579070477187,4.681832313537598,-4.681832313537598,,-0.04183255201080893
acme_14,battery,ACME,COG,adaptive,-1.0,False,5,1.8751480558828657,2.1248519441171343,1.6627378463745117,-1.6627378463745117,,-1.1047272668167771
acme_15,battery,ACME,COG,adaptive,1.0,False,5,2.5480925959721206,2.5480925959721206,4.850455284118652,4.850455284118652,,-1.5424838749945575
acme_16,battery,ACME,COG,adaptive,1.0,False,5,2.4757711921359657,2.4757711921359657,4.593437194824219,4.593437194824219,,-0.19388009068052559
acme_17,battery,ACME,RES,,-1.0,False,5,2.6053998750891867,1.3946001249108133,4.546690940856934,-4.546690940856934,,0.2886660981793254
acme_18,battery,ACME,DIS,pathological,-1.0,False,5,2.716645940515186,1.283354059484814,4.633738994598389,-4.633738994598389,,-0.8027976457159438
acme_19,battery,ACME,DIS,pathological,-1.0,False,5,2.7166618164843728,1.2833381835156272,4.732627868652344,-4.732627868652344,,-1.2179428871078573
acme_20,battery,ACME,DIS,pathological,-1.0,False,5,2.2486846119637196,1.7513153880362804,4.281219005584717,-4.281219005584717,,-0.2793928247412589
acme_21,battery,ACME,DIS,pathological,-1.0,False,5,1.9375106089216627,2.062489391078337,4.202142715454102,-4.202142715454102,,-0.6331148013323005
acme_22,battery,ACME,RES,,-1.0,False,5,2.1248196763921787,1.8751803236078213,3.5640506744384766,-3.5640506744384766,,-0.7923933060556054
acme_23,battery,ACME,RES,,1.0,False,5,1.170993559965724,1.170993559965724,0.9476566314697266,0.9476566314697266,,-1.1297284746515621
acme_24,battery,ACME,RES,,-1.0,False,5,2.370642546858029,1.6293574531419708,3.899784564971924,-3.899784564971924,,-1.172461359656944
acme_25,battery,ACME,COG,adaptive,1.0,False,5,2.309954869436626,2.309954869436626,4.524662971496582,4.524662971496582,,-0.4883362189805869
acme_26,battery,ACME,DIS,pathological,-1.0,False,5,2.694599486645093,1.3054005133549071,3.1608152389526367,-3.1608152389526367,,-0.6530504275327773
acme_27,battery,ACME,DIS,pathological,-1.0,False,5,2.248674660082466,1.7513253399175341,2.8817787170410156,-2.8817787170410156,,0.63467353087098
acme_28,battery,ACME,RES,,1.0,False,5,0.8908048875648805,0.8908048875648805,-0.1482381820678711,-0.1482381820678711,,-0.18520421202995063
acme_29,battery,ACME,RES,,1.0,False,5,1.3519317880447301,1.3519317880447301,2.3814101219177246,2.3814101219177246,,-1.512896362918322
acme_30,battery,ACME,RES,,1.0,False,5,1.5693378434018412,1.5693378434018412,2.9047999382019043,2.9047999382019043,,-1.264090647819736
acme_31,battery,ACME,COG,adaptive,-1.0,False,5,1.9375004639296698,2.06249953607033,1.9765210151672363,-1.9765210151672363,,-0.9060560734964487
acme_32,battery,ACME,RES,,-1.0,False,5,2.1356142345127336,1.8643857654872664,1.3840627670288086,-1.3840627670288086,,0.44340315899651356
acme_33,battery,ACME,COG,adaptive,1.0,False,5,2.548088463747569,2.548088463747569,4.899620056152344,4.899620056152344,,-0.13259477609450654
acme_34,battery,ACME,COG,adaptive,1.0,False,5,2.430611250338329,2.430611250338329,4.532768249511719,4.532768249511719,,0.47230584118316843
acme_35,battery,ACME,COG,adaptive,-1.0,False,5,1.875142625748191,2.124857374251809,1.9871387481689453,-1.9871387481689453,,-2.0162556736172452
acme_36,battery,ACME,DIS,pathological,-1.0,False,5,2.661606724921091,1.338393275078909,4.390195846557617,-4.390195846557617,,-0.26950506472869695
beaq_01,battery,experiential_avoidance,,pathological,1.0,False,5,1.813035182587392,1.813035182587392,-0.06282329559326172,-0.06282329559326172,,-0.30905775629455223
beaq_02,battery,experiential_avoidance,,pathological,-1.0,False,5,2.0624497111063835,1.9375502888936165,2.8157358169555664,-2.8157358169555664,,-0.5144311332287315
beaq_03,battery,experiential_avoidance,,pathological,-1.0,False,5,2.186937777198305,1.8130622228016948,2.7871060371398926,-2.7871060371398926,,0.6251351464007515
beaq_04,battery,experiential_avoidance,,pathological,1.0,False,5,1.751235208638401,1.751235208638401,3.3155465126037598,3.3155465126037598,,-2.200073987415423
beaq_05,battery,experiential_avoidance,,pathological,1.0,False,5,2.489801622555698,2.489801622555698,3.9864072799682617,3.9864072799682617,,1.7118249867089093
beaq_06,battery,experiential_avoidance,,pathological,-1.0,False,5,2.507398791572726,1.4926012084272742,5.004515171051025,-5.004515171051025,,-0.4544044839236796
beaq_07,battery,experiential_avoidance,,pathological,-1.0,False,5,2.7166891956797223,1.2833108043202777,3.707791805267334,-3.707791805267334,,-0.1362144211776659
beaq_08,battery,experiential_avoidance,,pathological,-1.0,False,5,2.7705301012022696,1.2294698987977304,5.659568786621094,-5.659568786621094,,1.4638653689739314
beaq_09,battery,experiential_avoidance,,pathological,1.0,False,5,1.8177842471141659,1.8177842471141659,2.9962477684020996,2.9962477684020996,,-1.1183055725387052
beaq_10,battery,experiential_avoidance,,pathological,-1.0,False,5,2.30996026238249,1.6900397376175098,3.7803192138671875,-3.7803192138671875,,1.2713801092650194
beaq_11,battery,experiential_avoidance,,pathological,-1.0,False,5,2.370632182449591,1.629367817550409,3.7816429138183594,-3.7816429138183594,,-0.6640801295692795
beaq_12,battery,experiential_avoidance,,pathological,1.0,False,5,2.423514065429306,2.423514065429306,4.6263556480407715,4.6263556480407715,,-0.2916089986203412
beaq_13,battery,experiential_avoidance,,pathological,-1.0,False,5,1.9999864976379096,2.0000135023620906,2.674455165863037,-2.674455165863037,,-1.3159137654108024
beaq_14,battery,experiential_avoidance,,pathological,1.0,False,5,2.2486752408610022,2.2486752408610022,3.409144878387451,3.409144878387451,,0.7741395867698018
beaq_15,battery,experiential_avoidance,,pathological,1.0,False,5,1.875141658594792,1.875141658594792,1.5369768142700195,1.5369768142700195,,0.167662486323642
bhs_01,battery,hopelessness,,,-1.0,False,4,1.4063628567834223,1.5936371432165777,4.064794540405273,-4.064794540405273,,-0.3675989330732252
bhs_02,battery,hopelessness,,,1.0,False,4,1.1770050506771752,1.1770050506771752,-1.1820735931396484,-1.1820735931396484,,-0.8362080578461024
bhs_03,battery,hopelessness,,,-1.0,False,4,1.9110783336493098,1.0889216663506902,4.719385623931885,-4.719385623931885,,0.5992199428272379
bhs_04,battery,hopelessness,,,1.0,False,4,1.4531300545431758,1.4531300545431758,3.239424228668213,3.239424228668213,,-0.7425525652534555
bhs_05,battery,hopelessness,,,-1.0,False,4,1.9962192964139671,1.0037807035860329,4.315030574798584,-4.315030574798584,,1.0458623143210461
bhs_06,battery,hopelessness,,,-1.0,False,4,2.155771420204984,0.8442285797950162,5.752166748046875,-5.752166748046875,,0.06802939183267243
bhs_07,battery,hopelessness,,,1.0,False,4,0.9624661639844273,0.9624661639844273,-0.009961128234863281,-0.009961128234863281,,-0.5108452121034226
bhs_08,battery,hopelessness,,,-1.0,False,4,2.2294863178059146,0.7705136821940854,5.06215238571167,-5.06215238571167,,0.9315493016140319
bhs_09,battery,hopelessness,,,1.0,False,4,1.6401892309842536,1.6401892309842536,2.5401105880737305,2.5401105880737305,,0.4541393841547341
bhs_10,battery,hopelessness,,,-1.0,False,4,1.5468504636490241,1.4531495363509759,5.43367862701416,-5.43367862701416,,-0.3072673611268184
bhs_11,battery,hopelessness,,,1.0,False,4,1.2675009488796756,1.2675009488796756,0.7951931953430176,0.7951931953430176,,0.37186622596033736
bhs_12,battery,hopelessness,,,1.0,False,4,1.7324741947908113,1.7324741947908113,2.526383399963379,2.526383399963379,,1.6494084672595224
bhs_13,battery,hopelessness,,,-1.0,False,4,1.6865150563909574,1.3134849436090426,3.6042561531066895,-3.6042561531066895,,0.006516829691166071
bhs_14,battery,hopelessness,,,1.0,False,4,1.4999857934850593,1.4999857934850593,-0.01708507537841797,-0.01708507537841797,,0.5321331167601651
bhs_15,battery,hopelessness,,,-1.0,False,4,1.7779844856364855,1.2220155143635145,5.104742527008057,-5.104742527008057,,0.595744820877006
bhs_16,battery,hopelessness,,,1.0,False,4,1.6402042288768246,1.6402042288768246,0.5610475540161133,0.5610475540161133,,-0.056502195322717164
bhs_17,battery,hopelessness,,,1.0,False,4,1.5468327844775398,1.5468327844775398,0.674567699432373,0.674567699432373,,0.25164645446954903
bhs_18,battery,hopelessness,,,1.0,False,4,1.2219902263919669,1.2219902263919669,0.4989967346191406,0.4989967346191406,,-0.5156928479039675
bhs_19,battery,hopelessness,,,-1.0,False,4,1.9540225834468017,1.0459774165531983,5.359275817871094,-5.359275817871094,,0.44456280232133644
bhs_20,battery,hopelessness,,,1.0,False,4,1.911068307992529,1.911068307992529,0.4357461929321289,0.4357461929321289,,0.007940363673056394
bisbas_01,battery,motivational_systems,filler,none,-1.0,True,4,1.8759333275422894,1.1240666724577106,-0.617640495300293,0.617640495300293,,1.5510971940554295
bisbas_02,battery,motivational_systems,bis,adaptive,1.0,False,4,2.062566584594175,2.062566584594175,4.107685089111328,4.107685089111328,,1.1762503750658961
bisbas_03,battery,motivational_systems,bas_drive,conditional,-1.0,False,4,2.2013945189801665,0.7986054810198335,5.075591087341309,-5.075591087341309,,-0.6271346646537157
bisbas_04,battery,motivational_systems,bas_reward_responsiveness,conditional,-1.0,False,4,2.1420460437508293,0.8579539562491707,5.371098518371582,-5.371098518371582,,-0.1150740001924524
bisbas_05,battery,motivational_systems,bas_fun_seeking,pathological,-1.0,False,4,2.067534878104696,0.9324651218953042,4.009115219116211,-4.009115219116211,,0.49754055929458807
