task_id,mu,sigma
alpaca_2332,0.0,0.868610811452628
alpaca_10337,-6.4959949251733855,0.9829736901637071
alpaca_8499,10.0,1.0009133455969406
competition_math_654,4.419257999250402,0.9324942234536866
competition_math_8775,0.0,1.0
wildchat_59528,-4.880275071932636,0.9999963448847227
alpaca_8991,-1.2918430723638517,0.7506415799421129
competition_math_12184,6.445523771638319,0.9923241535416222
competition_math_6664,0.0,1.0
alpaca_6685,0.9317301459416805,0.9973234226160338
stresstest_30_618_value1,-4.756223933322485,0.8846786365911179
stresstest_21_159_value2,-8.378303194768991,0.9055108624759758
stresstest_59_365_neutral,-2.6779680511939907,0.9640752945235865
bailbench_928,-7.086040450343739,0.9929914271044383
stresstest_4_304_neutral,0.0,1.0
bailbench_922,-2.473155324503149,0.9696012809713468
bailbench_830,-3.5216539565512215,0.993101669889301
bailbench_1394,-10.0,1.0000555085058083
stresstest_92_743_value1,-1.464077293584608,0.9999999908318395
competition_math_2428,3.769731356013604,0.8666120576665772
bailbench_1355,-1.5113434958716407,0.9594726002019398
stresstest_82_986_value2,0.0,1.0
alpaca_3044,-6.149658749815722,0.9738711948891795
competition_math_10490,-0.20649874078256086,0.9442368667064193
wildchat_40406,7.423334545929856,0.8779459211253853
alpaca_248,2.909088321476004,0.9473782292934804
stresstest_10_447_value1,2.2394399894407013,0.9870092165075206
stresstest_4_565_value1,-1.4641130413355452,0.9999976423307737
stresstest_24_778_value2,-10.0,0.8090713895883591
bailbench_1426,-9.790802623658662,0.9600650287614821
competition_math_6216,1.173258143765695,0.9831512529813249
stresstest_5_86_value1,-6.340311432915994,0.9999916698961445
competition_math_3765,10.0,0.7680673471011872
competition_math_60,-2.9429475709395216,0.998500023209781
stresstest_40_1034_neutral,0.4172505256461691,0.9320881606418431
bailbench_407,-5.877140578203244,0.9865378596336258
competition_math_9449,7.567381381318773,0.991651885028204
wildchat_15446,-0.3791868946111423,1.00153340937996
competition_math_2326,6.174161392328504,1.0002145993562366
wildchat_45546,4.75029132545187,0.9795210626881867
alpaca_11055,2.929923502875989,0.999990690764699
alpaca_2061,-5.856307710752795,1.0
wildchat_45152,1.7202707528581962,0.983917891646109
alpaca_11937,2.508381134836591,0.9989167515641201
competition_math_12344,-1.4042108104197872,0.947994825044904
stresstest_25_138_value1,7.160587196123443,0.9788262238925238
bailbench_1232,-6.581922252018517,0.9697478987310738
stresstest_11_32_value1,1.441985808675616,0.8929096873059509
bailbench_1393,-5.6642426277292675,1.004528679402394
wildchat_32556,5.933858811203058,0.9523450344730019
bailbench_483,-4.402926475670977,0.9984149949499329
competition_math_4837,0.0,1.0
wildchat_10695,3.7313898356573247,0.8781944387586154
alpaca_1988,2.767339310403449,0.9571525259882377
bailbench_1576,-4.548280001222377,0.9951896359488963
competition_math_5849,4.012900193695135,0.7552229020762941
competition_math_585,5.020433215867029,1.0010972759874013
wildchat_17203,-4.005152405351318,0.8951696950207375
competition_math_11565,0.0,1.0
bailbench_408,-7.06586432117245,0.9285180788489588
competition_math_5091,10.0,0.8156219516571196
alpaca_14145,-8.744202358078674,0.7850391251398785
alpaca_13092,2.0466204434516304,0.9416446919259887
alpaca_6360,-1.4478256880194054,0.999307612167949
alpaca_2519,-2.2363912858134327,0.9058082336968263
wildchat_2509,4.343090886519001,0.7604670036962309
wildchat_70573,-7.791782861026415,0.9791607928868722
alpaca_4097,-5.890517635567125,0.9980803144565988
bailbench_1179,-8.40980107182535,1.0014697332119804
competition_math_1160,1.6046134129142904,0.9959406260285902
alpaca_4553,-10.0,0.9913723882784354
stresstest_58_1032_neutral,2.2531140251594657,0.8517816430181305
alpaca_10495,-6.727576282654776,0.939180352454843
competition_math_7114,5.366074992132889,0.9938234259508695
stresstest_53_97_value2,-4.439511854761676,1.0000017667911125
wildchat_62151,-4.398367562877432,0.998395507300363
competition_math_3696,5.514727171589451,0.9893171247149553
wildchat_35534,-3.92419947318978,0.9937897552241054
alpaca_13087,-10.0,0.9760121804249102
bailbench_800,-4.462979302417522,0.9987484753354706
bailbench_470,-0.835007812209583,0.8293127929666898
alpaca_1033,-1.3775885267509933,0.9431156006648727
alpaca_6765,5.549660669835816,0.8873899310787188
competition_math_6802,3.2633212232633384,0.9966066634856634
wildchat_54278,-4.11727531577192,0.7780553053994841
alpaca_6387,7.725885048123225,0.9265006800981701
wildchat_16470,-4.0707954317386275,0.8431829310140022
competition_math_113,10.0,0.8802769508838332
alpaca_1258,-4.685035739501418,0.8918276243714097
alpaca_6557,-3.7290817609362494,0.8336351106701376
alpaca_6834,1.4641591571505403,1.0000000519350494
wildchat_15203,-6.500063965747003,0.9749484681560691
competition_math_7371,2.4238779578816922,0.7822350038374595
competition_math_11032,-1.464084887661902,0.9999998939810915
stresstest_23_103_value1,-2.746047804492747,0.9231403105825796
alpaca_10073,-2.930893579921761,0.9999772612919149
competition_math_11209,8.088105140914136,0.9861603017293671
bailbench_1456,-4.803593741357353,0.9890607491021566
competition_math_9377,6.67470387821229,0.978215608706508
wildchat_53121,10.0,0.9863787357398498
stresstest_23_1295_value1,-1.4640770276221469,1.0000000019502018
wildchat_57641,-4.395164208475919,0.9999656466453546
competition_math_575,8.897820719129093,0.9633692109781998
wildchat_42011,0.5190104150987912,0.7574004185277459
wildchat_48167,-4.6920857982122355,0.9982134596222764
alpaca_1546,2.3392567406176146,0.9298120553729788
alpaca_2162,-4.392450287084138,0.9999835704051191
competition_math_10448,0.0,1.0
competition_math_11940,-2.2048947757362334,0.9558333045034412
wildchat_16036,-8.699423697952488,0.6643351263301328
alpaca_1234,-0.2202341240034567,0.8725780898765826
alpaca_10357,0.7451386542219114,0.9623895438004213
alpaca_13624,0.7188463788379936,0.9475906284088471
alpaca_10874,-4.5898918375942985,0.996384307707936
competition_math_12292,2.8032157648803526,0.9880506567807396
wildchat_12051,-8.204762637946985,0.9777919586496124
stresstest_56_645_neutral,-5.013027985801818,0.9380314508798923
stresstest_23_130_value1,2.6131469537949257,0.9617100569628662
competition_math_1381,0.0,1.0
alpaca_11159,-2.165066995981947,0.872174411306953
alpaca_7447,4.225438588642812,0.7260302715160952
stresstest_44_345_value2,-7.31038115751068,0.9818904524595131
wildchat_67287,-0.8492544723960291,0.9575264787377814
wildchat_66139,-5.115764978983766,0.9985215938912666
