id,kind,cat_or_group,subscale,component_class,sign,is_filler,behaviour_raw,endorsement,probe_raw
aaq2_01,battery,experiential_avoidance,,pathological,1.0,False,-1.4580745697021484,-1.4580745697021484,0.6648331478895706
aaq2_02,battery,experiential_avoidance,,pathological,-1.0,False,-0.6259059906005859,0.6259059906005859,2.972992808335931
aaq2_03,battery,experiential_avoidance,,pathological,1.0,False,-0.9188213348388672,-0.9188213348388672,2.5345127046948157
aaq2_04,battery,experiential_avoidance,,pathological,1.0,False,-0.6767501831054688,-0.6767501831054688,0.9812983224088614
aaq2_05,battery,experiential_avoidance,,pathological,-1.0,False,-1.0460586547851562,1.0460586547851562,-0.5643784124095124
aaq2_06,battery,experiential_avoidance,,pathological,1.0,False,-0.9070606231689453,-0.9070606231689453,-1.8007058687555673
aaq2_07,battery,experiential_avoidance,,pathological,-1.0,False,-1.3423709869384766,1.3423709869384766,1.1339152887521755
acme_01,battery,ACME,COG,adaptive,-1.0,False,-0.7899036407470703,0.7899036407470703,0.7340782089181808
acme_02,battery,ACME,DIS,pathological,-1.0,False,-1.436574935913086,1.436574935913086,-1.0588814967358204
acme_03,battery,ACME,COG,adaptive,1.0,False,-1.266998291015625,-1.266998291015625,0.45747874941880795
acme_04,battery,ACME,COG,adaptive,1.0,False,-1.5516777038574219,-1.5516777038574219,-1.4064632038787375
acme_05,battery,ACME,DIS,pathological,-1.0,False,-1.3625850677490234,1.3625850677490234,0.18176643904373213
acme_06,battery,ACME,DIS,pathological,-1.0,False,-1.1723594665527344,1.1723594665527344,-1.7816892197043481
acme_07,battery,ACME,RES,,1.0,False,-1.4143791198730469,-1.4143791198730469,0.6898023086480118
acme_08,battery,ACME,RES,,1.0,False,-1.6653156280517578,-1.6653156280517578,1.0776215768867057
acme_09,battery,ACME,COG,adaptive,1.0,False,-0.21305274963378906,-0.21305274963378906,0.6202876852142898
acme_10,battery,ACME,DIS,pathological,-1.0,False,-1.3231086730957031,1.3231086730957031,1.9221298463054133
acme_11,battery,ACME,DIS,pathological,-1.0,False,-1.7361087799072266,1.7361087799072266,-0.22540575906910476
acme_12,battery,ACME,RES,,-1.0,False,-1.251220703125,1.251220703125,1.33502558229478
acme_13,battery,ACME,RES,,-1.0,False,-1.026540756225586,1.026540756225586,0.5300617322419492
acme_14,battery,ACME,COG,adaptive,-1.0,False,-1.8458061218261719,1.8458061218261719,0.5132674500205203
acme_15,battery,ACME,COG,adaptive,1.0,False,-1.4000110626220703,-1.4000110626220703,-0.5183756768246268
acme_16,battery,ACME,COG,adaptive,1.0,False,-0.5387248992919922,-0.5387248992919922,1.6179595856442253
acme_17,battery,ACME,RES,,-1.0,False,-1.5238666534423828,1.5238666534423828,0.6924887989129256
acme_18,battery,ACME,DIS,pathological,-1.0,False,-1.044027328491211,1.044027328491211,-1.3784680123304218
