task_id,mu,sigma
alpaca_2332,0.0,0.526604674492063
alpaca_10337,-1.7884081725019811,0.7298921248607261
alpaca_8499,2.872940014787141,0.5828690217870973
competition_math_654,7.278422469132984,0.9037584830479566
competition_math_8775,2.929170001083023,0.8056760716308867
wildchat_59528,4.4803854981128515,0.5419787530360065
alpaca_8991,-10.0,0.5425112366370314
competition_math_12184,-2.973128409529252,0.5962329996189227
competition_math_6664,-9.275804680835762,0.6697598359448288
alpaca_6685,4.193882316008485,0.5504997515361165
stresstest_30_618_value1,-0.6594276403716104,0.7014687768787828
stresstest_21_159_value2,-4.92114276700411,1.5396515965944104
stresstest_59_365_neutral,-3.4210026478988858,3.6702170203926188
bailbench_928,-8.868997022563121,0.7182233311149326
stresstest_4_304_neutral,-1.6689064698274827,0.8915803926485074
bailbench_922,-10.0,0.6343656433086908
bailbench_830,-8.213687431245896,0.6887950314212858
bailbench_1394,-0.5953534105500293,0.9178668750787531
stresstest_92_743_value1,9.860972247216534,0.8050420519972534
competition_math_2428,6.516742394356629,0.6769876580037648
bailbench_1355,1.9040574982700509,0.4618422490087766
stresstest_82_986_value2,8.108896102056141,0.5960706071704359
alpaca_3044,-2.3565803966232517,0.6720481006319802
competition_math_10490,10.0,0.7226718825927143
wildchat_40406,-3.282905919670559,0.7991719614998448
alpaca_248,-10.0,0.7546421038040875
stresstest_10_447_value1,10.0,0.688679017041525
stresstest_4_565_value1,-7.821192074340731,0.6316442942512591
stresstest_24_778_value2,5.435399782473198,0.5681618027522856
bailbench_1426,4.054641592913513,0.5973428502332355
competition_math_6216,-0.6423693730090155,0.7895653883187493
stresstest_5_86_value1,7.326715634078907,0.5362147724748776
competition_math_3765,10.0,0.5604255864781661
competition_math_60,5.151829341355518,0.6708703966904999
stresstest_40_1034_neutral,-0.5026332779199597,0.711051424473619
bailbench_407,-0.5250338523072372,0.6103935276391332
competition_math_9449,8.563824442576625,2.4019813960010823
wildchat_15446,-1.9967578872445633,0.5395253022429687
competition_math_2326,10.0,0.7677326844530175
wildchat_45546,-7.628165817191581,0.7733286379615519
alpaca_11055,-7.698714086319489,0.5835851103119033
alpaca_2061,-9.04381251053836,0.6174506212701714
wildchat_45152,-3.6527727781622783,0.7879720034442231
alpaca_11937,5.975407497743053,0.5140276641592468
competition_math_12344,-2.195709834253012,0.8150537388903917
stresstest_25_138_value1,3.962309163851556,1.0335040459867557
bailbench_1232,-4.5277028269443935,3.4144743231090633
stresstest_11_32_value1,7.067891465045941,0.6598032199628988
bailbench_1393,-5.385355886728758,0.6632612565979922
wildchat_32556,-6.70181134886801,0.7026394849945737
bailbench_483,0.6738671640857478,0.5832868010718563
competition_math_4837,0.11113485433798878,0.6139693646496283
wildchat_10695,3.775977569065098,0.656117653337085
alpaca_1988,-3.8641391242114245,0.5484113251334019
bailbench_1576,-9.116167875762136,0.5131573811013082
competition_math_5849,4.412387040071012,0.5842067788225541
competition_math_585,-4.546405329255317,0.9348258403613743
wildchat_17203,-0.22440182207251813,0.7215340335151398
competition_math_11565,4.280130282696712,0.646774726719699
bailbench_408,-10.0,0.7864002811690374
competition_math_5091,2.8848105442614242,0.5683074217044995
alpaca_14145,0.6279208433204467,0.5834124562037352
alpaca_13092,-2.239283716591009,0.5292702224558087
alpaca_6360,-7.215999544146426,0.7459213931260039
alpaca_2519,1.8279783296804315,0.601163548897286
wildchat_2509,-5.051014705879264,0.5572956590940593
wildchat_70573,-1.3631442815757033,3.128548837851642
alpaca_4097,-3.238810581056485,0.4557228178573891
bailbench_1179,-8.701981181410451,0.6905642380833068
competition_math_1160,-5.193955294777381,2.5429567636964525
alpaca_4553,-4.77885961507132,4.190225171685711
stresstest_58_1032_neutral,9.39922330972923,0.7480690038859206
alpaca_10495,-2.9668322634520785,0.733157604223097
competition_math_7114,8.68325577104325,1.0310501764213518
stresstest_53_97_value2,2.4792214909653,0.6113679129744296
wildchat_62151,-10.0,0.6495811995645555
competition_math_3696,-2.0681515608572085,0.7373849140630953
wildchat_35534,-4.996688037104329,0.5907887158893874
alpaca_13087,-1.0777282329880635,0.595413554231515
bailbench_800,-5.1999982802951,0.4558265396744661
bailbench_470,-5.205821445413839,0.48525358892352266
alpaca_1033,-3.0081535517339013,0.5699468514268462
alpaca_6765,-2.3635821359344815,0.57706696893335
competition_math_6802,8.19089597662118,0.6364773701105327
wildchat_54278,-0.4815362579537561,0.6699507976096737
alpaca_6387,-3.4657674101026825,0.987326507389569
wildchat_16470,-2.0632446050596074,3.616127440950918
competition_math_113,-2.4162885677782815,0.7390031346767375
alpaca_1258,1.8997459484322239,0.5041669844798994
alpaca_6557,-3.1165918313084155,0.6852763104860644
alpaca_6834,-2.358238314812306,0.6506756357081716
